lab_id	international_id	avg_coverage	BC	Common_name	BioSample	SampleName
92839	UMCUSAF000000092839	8.42871	Bbub	Water buffalo		
106576	UMCUSAU000000106576	12.43581	Bbub	Water buffalo		
106577	UMCUSAU000000106577	6.587742	Bbub	Water buffalo		
106578	UMCUSAU000000106578	10.68355	Bbub	Water buffalo		
106579	UMCUSAU000000106579	6.997419	Bbub	Water buffalo		
106585	UMCUSAU000000106585	7.707419	Bbub	Water buffalo		
106590	UMCUSAU000000106590	9.993226	Bbub	Water buffalo		
106600	UMCUSAU000000106600	5.014839	Bbub	Water buffalo		
106627	AANNZLM017683008844	19.53548	AN	Angus		
106628	AANNZLM17691003Y167	18.02167	AN	Angus		
106629	AANNZLM001217000784	17.19387	AN	Angus		
106630	AANNZLM016932004379	18.78935	AN	Angus		
107936	AANCANM000001256842	6.522581	AN	Angus	SAMN01915337	AANCANM000001256842
107937	RANCANM000001029077	5.825484	ANR	Red Angus	SAMN01915338	RANCANM000001029077
107938	AANCANM000000976295	6.210968	AN	Angus	SAMN01915339	AANCANM000000976295
107939	XXXCANM00000CM53871	6.919677	CROS	Mixed/crossbred cattle	SAMN01915340	XXXCANM00000CM53871
107940	AANCANM000000912768	6.125484	AN	Angus	SAMN01915341	AANCANM000000912768
107941	GVHUSAM000CDGV74720	7.425807	GEL	Gelbvieh	SAMN01915342	GVHUSAM000CDGV74720
107942	XXXUSAM000002247636	7.050968	CROS	Mixed/crossbred cattle	SAMN01915343	XXXUSAM000002247636
107943	PIEITAM0000CN49471C	6.422903	PIED	Piedmontese	SAMN01915345	PIEITAM0000CN49471C
107944	RANCANM0000GOLD690F	6.391613	ANR	Red Angus	SAMN01915346	RANCANM0000GOLD690F
107945	XXXCANM000GOLD8104H	7.010323	CROS	Mixed/crossbred cattle	SAMN01915347	XXXCANM000GOLD8104H
107946	XXXCANM0000GOLD858H	6.059678	CROS	Mixed/crossbred cattle	SAMN01915348	XXXCANM0000GOLD858H
107947	PIEITAM0000CN3516ID	6.91	PIED	Piedmontese	SAMN01915349	PIEITAM0000CN3516ID
107948	RANCANM000000914772	7.00129	ANR	Red Angus	SAMN01915350	RANCANM000000914772
107949	XXXCANM000000630201	7.169677	CROS	Mixed/crossbred cattle	SAMN01915351	XXXCANM000000630201
107950	CHACANM0000RMC28323	6.965484	CHA	Charolais	SAMN01915352	CHACANM0000RMC28323
107951	HERCANM000C02699070	7.209032	HFD	Hereford	SAMN01915353	HERCANM000C02699070
107952	CHACANM00000FMC5641	6.960645	CHA	Charolais	SAMN01915354	CHACANM00000FMC5641
107953	BAQCANM0000000R8616	6.390968	CROS	Mixed/crossbred cattle	SAMN01915355	BAQCANM0000000R8616
107954	RANCANM000000967676	6.590968	ANR	Red Angus	SAMN01915356	RANCANM000000967676
107955	LIMCANM00CPM0128675	6.365807	LM	Limousin	SAMN01915357	LIMCANM00CPM0128675
107956	LIMUSAM00NPM1052834	7.497097	LM	Limousin	SAMN01915358	LIMUSAM00NPM1052834
107957	RANCANM000000912788	7.037097	ANR	Red Angus	SAMN01915359	RANCANM000000912788
107958	LIMCANM0000CFM22324	6.459677	LM	Limousin	SAMN01915360	LIMCANM0000CFM22324
107959	LIMCANM00CPM0130839	6.56871	LM	Limousin	SAMN01920653	LIMCANM00CPM0130839
107960	AANCANM000000561205	6.477097	AN	Angus	SAMN02142982	AANCANM000000561205
107961	AANCANM000000355459	6.945161	AN	Angus	SAMN02142985	AANCANM000000355459
107962	AANCANM000000564202	6.798065	AN	Angus	SAMN02142986	AANCANM000000564202
107963	AANCANM000001169224	6.589355	AN	Angus	SAMN02142988	AANCANM000001169224
107964	AANCANM000001072819	6.346452	AN	Angus	SAMN02142989	AANCANM000001072819
107965	AANCANM000001303204	6.839032	AN	Angus	SAMN02142990	AANCANM000001303204
107966	CHAUSAM00000M244289	6.25129	CHA	Charolais	SAMN02142991	CHAUSAM00000M244289
107967	CHAFRAM005872122876	7.084839	CHA	Charolais	SAMN02142992	CHAFRAM005872122876
107968	CHAFRAM005882101816	6.905484	CHA	Charolais	SAMN02142993	CHAFRAM005882101816
107969	CHAUSAM0000MC190391	6.275161	CHA	Charolais	SAMN02142994	CHAUSAM0000MC190391
107970	CHAUSAM0000MC243075	6.755806	CHA	Charolais	SAMN02142995	CHAUSAM0000MC243075
107971	HERCANM000C02356049	17.16323	HFD	Hereford	SAMN02142997	HERCANM000C02356049
107972	GVHCANM000CDGV79007	11.14774	GEL	Gelbvieh	SAMN02839600	GVHCANM000CDGV79007
107973	GVHCANM000CDGV94481	9.834839	GEL	Gelbvieh	SAMN02839601	GVHCANM000CDGV94481
107974	GVHDEUM000000606526	9.134193	GEL	Gelbvieh	SAMN02839602	GVHDEUM000000606526
107975	GVHDEUM000000CGA88C	18.67613	GEL	Gelbvieh	SAMN02839603	GVHDEUM000000CGA88C
107976	GVHDEUM000000LAF01M	7.698709	GEL	Gelbvieh	SAMN02839604	GVHDEUM000000LAF01M
107977	HERCANM000C02755740	5.184194	HFD	Hereford	SAMN02839605	HERCANM000C02755740
107978	HERCANM000C02828255	9.087097	HFD	Hereford	SAMN02839606	HERCANM000C02828255
107979	AANCANM000001267535	9.480968	AN	Angus	SAMN02839607	AANCANM000001267535
107980	CHACANM0000MC140502	12.18032	CHA	Charolais	SAMN02839608	CHACANM0000MC140502
107981	CHACANM0000MC299727	10.24323	CHA	Charolais	SAMN02839609	CHACANM0000MC299727
107982	CHACANM0000RMC30160	10.28226	CHA	Charolais	SAMN02839610	CHACANM0000RMC30160
107983	CHAFRAM004240299352	10.02161	CHA	Charolais	SAMN02839611	CHAFRAM004240299352
107984	RANCANM000001228327	9.915483	ANR	Red Angus	SAMN02839613	RANCANM000001228327
107985	RANCANM000001450934	3.19	ANR	Red Angus	SAMN02839614	RANCANM000001450934
107986	AANCANM000001121133	9.872581	AN	Angus	SAMN02841103	AANCANM000001121133
107987	BBRCANM000001122453	10.28097	CROS	Mixed/crossbred cattle	SAMN02841104	BBRCANM000001122453
107988	DEVGBRM000000015072	10.39065	DEV	Devon	SAMN02841105	DEVGBRM000000015072
107989	AANCANM000001121114	10.98806	AN	Angus	SAMN02841106	AANCANM000001121114
107990	GVHCANM000CDGV38968	9.848064	GEL	Gelbvieh	SAMN02841107	GVHCANM000CDGV38968
107991	HERCANM000C02020446	10.31065	HFD	Hereford	SAMN02841108	HERCANM000C02020446
107992	HOLCANM000006026421	10.7729	HO	Holstein	SAMN02841109	HOLCANM000006026421
107993	HERCANM000000C01369	9.888387	HFD	Hereford	SAMN02841110	HERCANM000C01300069
107994	HERCANM000C02764160	9.756774	HFD	Hereford	SAMN02841111	HERCANM000C02764160
107995	HERCANM000C02764939	9.24871	HFD	Hereford	SAMN02841112	HERCANM000C02764939
107996	HERCANM000C02789138	10.47516	HFD	Hereford	SAMN02841113	HERCANM000C02789138
107997	HERUSAM000018829210	9.872581	HFD	Hereford	SAMN02841114	HERUSAM000018829210
107998	HERUSAM000018837770	9.266774	HFD	Hereford	SAMN02841115	HERUSAM000018837770
107999	AANCANM000001413589	9.382258	AN	Angus	SAMN02841116	AANCANM000001413589
108000	HOLCANM000000327279	9.127742	HO	Holstein	SAMN02841117	HOLCANM000000327279
108001	HOLCANM000000334489	10.43323	HO	Holstein	SAMN02841118	HOLCANM000000334489
108002	HOLCANM000100745543	10.40677	HO	Holstein	SAMN02841119	HOLCANM000100745543
108003	BBRCANM000001116394	8.740322	CROS	Mixed/crossbred cattle	SAMN02842697	BBRCANM000001116394
108004	BBRCANM000001124865	9.760968	CROS	Mixed/crossbred cattle	SAMN02842698	BBRCANM000001124865
108005	BBRCANM000001202878	9.820323	CROS	Mixed/crossbred cattle	SAMN02842699	BBRCANM000001202878
108006	CHACANM0000MC293022	9.153871	CHA	Charolais	SAMN02842700	CHACANM0000MC293022
108007	HOLCANM000000376455	18.83968	HO	Holstein	SAMN02842701	HOLCANM000000376455
108008	RANCANM000001379655	9.46129	ANR	Red Angus	SAMN02842702	RANCANM000001379655
108009	CHAAUSM000002UPP46E	9.02	CHA	Charolais	SAMN02842704	CHAAUSM000002UPP46E
108010	CHACANM000000FMC409	9.630322	CHA	Charolais	SAMN02842705	CHACANM000000FMC409
108011	CHACANM00000MC64448	11.12194	CHA	Charolais	SAMN02842706	CHACANM00000MC64448
108012	GVHCANM0000000CDGV4	10.47258	GEL	Gelbvieh	SAMN02842707	GVHCANM0000000CDGV4
108013	GVHUSAM000000155653	10.16581	GEL	Gelbvieh	SAMN02842708	GVHUSAM00AMGV155653
108014	HERCANM000C02900324	11.57194	HFD	Hereford	SAMN02842709	HERCANM000C02900324
108015	HERCANM000C02906123	10.45194	HFD	Hereford	SAMN02842710	HERCANM000C02906123
108016	HOLCANM000005757117	10.64419	HO	Holstein	SAMN02842711	HOLCANM000005757117
108017	RANCANM000000845572	8.909678	ANR	Red Angus	SAMN02842712	RANCANM000000845572
108018	BBRCANM000001120939	10.19452	CROS	Mixed/crossbred cattle	SAMN02842713	BBRCANM000001120939
108019	AANCANM000000583665	7.651936	AN	Angus	SAMN02842714	AANCANM000000583665
108020	CHACANM0000MC236083	11.72258	CHA	Charolais	SAMN02842715	CHACANM0000MC236083
108021	HOLGBRM000000598172	10.33645	HO	Holstein	SAMN02842716	HOLGBRM000000598172
108022	AANCANM0000KINKA133	3.440323	AN	Angus	SAMN02842717	AANCANM0000KINKA133
108023	AANCANM0000KINKA135	10.35581	AN	Angus	SAMN02842718	AANCANM0000KINKA135
108024	HYBCANM00000KIN2094	9.659678	CROS	Mixed/crossbred cattle	SAMN02842719	HYBCANM00000KIN2094
108025	HYBCANM0000KINCB467	9.880968	CROS	Mixed/crossbred cattle	SAMN02842720	HYBCANM0000KINCB467
108026	AANCANM0000KINKA149	10.05032	AN	Angus	SAMN02843054	AANCANM0000KINKA149
108027	AANCANM0000KINKA281	9.566452	AN	Angus	SAMN02843055	AANCANM0000KINKA281
108028	CHACANM0000MC226735	9.033226	CHA	Charolais	SAMN02843056	CHACANM0000MC226735
108029	HYBCANM000KINKB1174	10.17355	CROS	Mixed/crossbred cattle	SAMN02843057	HYBCANM000KINKB1174
108030	CHACANM0000MC250513	10.69677	CHA	Charolais	SAMN02843058	CHACANM0000MC250513
108031	GVHCANM000CDGV38715	7.993548	GEL	Gelbvieh	SAMN02843059	GVHCANM000CDGV38715
108032	GVHUSAM000000000012	10.29419	GEL	Gelbvieh	SAMN02843060	GVHUSAM000000AMGV12
108033	GVHCANM000CDGV38819	12.2171	GEL	Gelbvieh	SAMN02843062	GVHCANM000CDGV38819
108034	RDPCANM000000000041	11.28194	CROS	Mixed/crossbred cattle	SAMN02843064	RDPCANM000000000041
108035	RDPCANM000000000002	12.76774	CROS	Mixed/crossbred cattle	SAMN02843065	RDPCANM000000000002
108036	CHACANM0000MC178117	14.54516	CHA	Charolais	SAMN02843066	CHACANM0000MC178117
108037	GVHUSAM000000040966	14.82226	GEL	Gelbvieh	SAMN02843067	GVHUSAM000AMGV40966
108038	HERCANM000C02170890	14.34226	HFD	Hereford	SAMN02843068	HERCANM000C02170890
108039	RDPCANM000000000034	14.66452	CROS	Mixed/crossbred cattle	SAMN02843069	RDPCANM000000000034
108040	GVHCANM000CDGV86544	10.63806	GEL	Gelbvieh	SAMN02843070	GVHCANM000CDGV86544
108041	GVHCANM00CDGV104143	10.42433	GEL	Gelbvieh	SAMN02843071	GVHCANM00CDGV104143
108042	GVHCANM00CDGV122604	10.68903	GEL	Gelbvieh	SAMN02843072	GVHCANM00CDGV121304
108043	GVHCANM000CDGV94510	11.06032	GEL	Gelbvieh	SAMN02843075	GVHCANM000CDGV94510
108044	GVHCANM00CDGV107639	11.9029	GEL	Gelbvieh	SAMN02843076	GVHCANM00CDGV107639
108045	GVHCANM00CDGV108847	11.49419	GEL	Gelbvieh	SAMN02843077	GVHCANM00CDGV108847
108046	GVHCANM00CDGV122604	11.52129	GEL	Gelbvieh	SAMN02843078	GVHCANM00CDGV122604
108047	AANCANM000001067384	10.38774	AN	Angus	SAMN02843079	AANCANM000001067384
108048	GVHCANM00CDGV101001	9.947097	GEL	Gelbvieh	SAMN02843088	GVHCANM00CDGV101001
108049	GVHCANM00CDGV108879	10.02968	GEL	Gelbvieh	SAMN02843089	GVHCANM00CDGV108879
108050	HERCANM000C01047851	11.40516	HFD	Hereford	SAMN02843090	HERCANM000C01047851
108051	HERCANM000C01335977	10.95323	HFD	Hereford	SAMN02843091	HERCANM000C01335977
108052	HERCANM000C02250230	11.12774	HFD	Hereford	SAMN02843092	HERCANM000C02250230
108053	HERUSAM000021098173	7.457334	HFD	Hereford	SAMN02843093	HERUSAM000021098173
108054	LIMCANM00000CFM1419	10.46677	LM	Limousin	SAMN02843094	LIMCANM00CFM0001419
108055	LIMFRAM008780001156	10.65258	LM	Limousin	SAMN02843095	LIMFRAM008780001156
108056	GVHUSAM000000214489	12.50387	GEL	Gelbvieh	SAMN02843096	GVHUSAM00AMGV214489
108057	HERCANM000C01589795	11.14194	HFD	Hereford	SAMN02843097	HERCANM000C01589795
108058	HERCANM000C02268244	9.845484	HFD	Hereford	SAMN02843098	HERCANM000C02268244
108059	HERCANM000C02738219	9.425806	HFD	Hereford	SAMN02843099	HERCANM000C02738219
108060	RDPCANM000000000005	12.16613	CROS	Mixed/crossbred cattle	SAMN02843100	RDPCANM000000000005
108061	AANCANM000001067440	10.4529	AN	Angus	SAMN02843101	AANCANM000001067440
108062	RANCANM000000507461	12.60194	ANR	Red Angus	SAMN02843102	RANCANM000000507461
108063	BBRCANM000001122240	14.70871	CROS	Mixed/crossbred cattle	SAMN02843104	BBRCANM000001122240
108064	BBRCANM000001122554	13.91129	CROS	Mixed/crossbred cattle	SAMN02843105	BBRCANM000001122554
108065	BBRCANM000001207149	15.13774	CROS	Mixed/crossbred cattle	SAMN02843106	BBRCANM000001207149
108066	BBRCANM000001209142	13.7271	CROS	Mixed/crossbred cattle	SAMN02843107	BBRCANM000001209142
108067	CHACANM0000MC106929	13.97323	CHA	Charolais	SAMN02843108	CHACANM0000MC106929
108068	HERCANM000C01456610	14.48	HFD	Hereford	SAMN02843109	HERCANM000C01456610
108069	HOLUSAM000132973942	14.28903	HO	Holstein	SAMN02843110	HOLUSAM000132973942
108070	HERCANM000C02509999	10.64065	HFD	Hereford	SAMN02843111	HERCANM000C02509999
108071	HERCANM000C02728663	11.67129	HFD	Hereford	SAMN02843113	HERCANM000C02728663
108072	HOLITAM006001001962	10.31323	HO	Holstein	SAMN02843114	HOLITAM006001001962
108073	BBRCANM000001098046	12.26258	CROS	Mixed/crossbred cattle	SAMN02843115	BBRCANM000001098046
108074	BBRCANM000001100016	12.40839	CROS	Mixed/crossbred cattle	SAMN02843116	BBRCANM000001100016
108075	BBRCANM000001111526	13.23065	CROS	Mixed/crossbred cattle	SAMN02843117	BBRCANM000001111526
108076	BBRCANM000001113008	12.3	CROS	Mixed/crossbred cattle	SAMN02843118	BBRCANM000001113008
108077	BBRCANM000001115559	10.60355	CROS	Mixed/crossbred cattle	SAMN02843119	BBRCANM000001115559
108078	HOLCANM000009324236	12.62097	HO	Holstein	SAMN02843120	HOLCANM000009324236
108079	RANCANM000000788836	13.47129	ANR	Red Angus	SAMN02843121	RANCANM000000788836
108080	RANCANM000001039064	12.17258	ANR	Red Angus	SAMN02843122	RANCANM000001039064
108081	CHAFRAM005874114052	11.97903	CHA	Charolais	SAMN02843123	CHAFRAM005874114052
108082	HOLCANM000007329252	11.73194	HO	Holstein	SAMN02843124	HOLCANM000007329252
108083	HOLCANM000007816429	12.82387	HO	Holstein	SAMN02843125	HOLCANM000007816429
108084	HOLITAM017990915143	13.09161	HO	Holstein	SAMN02843126	HOLITAM017990915143
108085	HOLUSAM000017349617	12.85871	HO	Holstein	SAMN02843127	HOLUSAM000017349617
108086	HOLUSAM000069080973	13.70645	HO	Holstein	SAMN02843128	HOLUSAM000069080973
108087	HOLUSAM000123066734	13.53129	HO	Holstein	SAMN02843129	HOLUSAM000123066734
108088	HOLUSAM000133573930	13.87806	HO	Holstein	SAMN02843130	HOLUSAM000133573930
108089	AANCANM000001295406	13.52194	AN	Angus	SAMN02843131	AANCANM000001295406
108090	HERCANM000C00523214	13.26548	HFD	Hereford	SAMN02843132	HERCANM000C00523214
108091	HERCANM000C01886795	14.16516	HFD	Hereford	SAMN02843133	HERCANM000C01886795
108092	HERCANM000C02319508	13.68032	HFD	Hereford	SAMN02843134	HERCANM000C02319508
108093	HERUSAM000019219455	13.47	HFD	Hereford	SAMN02843135	HERUSAM000019219455
108094	RDPCANM000000000024	14.36806	CROS	Mixed/crossbred cattle	SAMN02843136	RDPCANM000000000024
108095	RDPCANM000000000029	13.20774	CROS	Mixed/crossbred cattle	SAMN02843137	RDPCANM000000000029
108096	RDPCANM000000000035	14.16677	CROS	Mixed/crossbred cattle	SAMN02843138	RDPCANM000000000035
108097	HOLCANM000006820564	10.33	HO	Holstein	SAMN02843139	HOLCANM000006820564
108098	HOLUSAM000002234121	12.78968	HO	Holstein	SAMN02843140	HOLUSAM000002234121
108099	AANCANM000001047219	12.76903	AN	Angus	SAMN02843141	AANCANM000001047219
108100	AANCANM000001077210	9.667097	AN	Angus	SAMN02843142	AANCANM000001077210
108101	AANCANM000001086586	9.510323	AN	Angus	SAMN02843143	AANCANM000001086586
108102	AANCANM000001504907	9.895806	AN	Angus	SAMN02843144	AANCANM000001504907
108103	AANCANM000001545531	10.20258	AN	Angus	SAMN02843145	AANCANM000001545531
108104	BBRCANM000001116624	10.39677	CROS	Mixed/crossbred cattle	SAMN02843146	BBRCANM000001116624
108105	RANCANM000001016963	11.35839	ANR	Red Angus	SAMN02843147	RANCANM000001016963
108106	RANCANM000001316097	10.56516	ANR	Red Angus	SAMN02843148	RANCANM000001316097
108107	RANCANM000001577397	10.25516	ANR	Red Angus	SAMN02843149	RANCANM000001577397
108108	GVHCANM0000CDGV1038	14.11677	GEL	Gelbvieh	SAMN02843150	GVHCANM0000CDGV1038
108109	RANCANM000000913923	14.13806	ANR	Red Angus	SAMN02843151	RANCANM000000913923
108110	AANCANM000000631887	14.42484	AN	Angus	SAMN02843152	AANCANM000000631887
108111	GVHCANM000CDGV30956	14.38677	GEL	Gelbvieh	SAMN02843153	GVHCANM000CDGV30956
108112	HOLCANM000009428124	10.73065	HO	Holstein	SAMN02843154	HOLCANM000009428124
108113	HOLUSAM000002284915	9.24	HO	Holstein	SAMN02843155	HOLUSAM000002284915
108114	HOLCANM000000335966	13.70419	HO	Holstein	SAMN02843156	HOLCANM000000335966
108115	HOLCANM000005279989	13.80806	HO	Holstein	SAMN02843157	HOLCANM000005279989
108116	HOLCANM000005402550	12.71516	HO	Holstein	SAMN02843158	HOLCANM000005402550
108117	HOLCANM000005429693	13.01258	HO	Holstein	SAMN02843159	HOLCANM000005429693
108118	HOLCANM000006790237	13.4	HO	Holstein	SAMN02843160	HOLCANM000006790237
108119	HOLCANM000006830327	13.81419	HO	Holstein	SAMN02843161	HOLCANM000006830327
108120	HOLCANM000006947936	13.63323	HO	Holstein	SAMN02843162	HOLCANM000006947936
108121	HOLCANM000007746123	13.94323	HO	Holstein	SAMN02843163	HOLCANM000007746123
108122	HOLUSAM000017129288	13.48129	HO	Holstein	SAMN02843164	HOLUSAM000017129288
108123	HOLUSAM000050750432	13.39806	HO	Holstein	SAMN02843165	HOLUSAM000050750432
108124	HOLUSAM000130588960	14.08645	HO	Holstein	SAMN02843166	HOLUSAM000130588960
108125	HOLUSAM000137974489	13.88258	HO	Holstein	SAMN02843167	HOLUSAM000137974489
108126	HOLCANM000000290516	14.60968	HO	Holstein	SAMN02843168	HOLCANM000000290516
108127	HOLCANM000007220817	11.13742	HO	Holstein	SAMN02843169	HOLCANM000007220817
108128	HOLUSAM000002266677	11.82871	HO	Holstein	SAMN02843171	HOLUSAM000002266677
108129	HOLUSAM000017131025	11.08097	HO	Holstein	SAMN02843172	HOLUSAM000017131025
108130	HOLUSAM000062065919	12.33226	HO	Holstein	SAMN02843173	HOLUSAM000062065919
108131	HOLUSAM000062768990	11.57484	HO	Holstein	SAMN02843174	HOLUSAM000062768990
108132	HOLUSAM000065258473	11.78387	HO	Holstein	SAMN02843175	HOLUSAM000065258473
108133	HOLUSAM000130161253	12.32968	HO	Holstein	SAMN02843176	HOLUSAM000130161253
108134	HOLUSAM000138738583	11.92161	HO	Holstein	SAMN02843177	HOLUSAM000138738583
108135	HOLUSAM000139471179	10.22742	HO	Holstein	SAMN02843178	HOLUSAM000139471179
108136	SIMCANM000000140262	10.65903	SIM	Simmental	SAMN02941179	SIMCANM000000140262
108137	SIMCANM000000216954	10.07774	SIM	Simmental	SAMN02941180	SIMCANM000000216954
108138	SIMCANM000000287068	10.45065	SIM	Simmental	SAMN02941181	SIMCANM000000287068
108139	SIMCANM000000293252	10.46806	SIM	Simmental	SAMN02941182	SIMCANM000000293252
108140	SIMCANM000000345090	10.53194	SIM	Simmental	SAMN02941183	SIMCANM000000345090
108141	SIMCANM000000361254	10.45226	SIM	Simmental	SAMN02941184	SIMCANM000000361254
108142	SIMCANM000000400874	10.14194	SIM	Simmental	SAMN02941185	SIMCANM000000400874
108143	SIMCANM000000596928	11.34387	SIM	Simmental	SAMN02941186	SIMCANM000000596928
108144	SIMCANM000000623092	10.89774	SIM	Simmental	SAMN02941187	SIMCANM000000623092
108145	SIMUSAM000001006805	11.31936	SIM	Simmental	SAMN02941188	SIMUSAM000001006805
108146	SIMUSAM000002257912	10.14839	SIM	Simmental	SAMN02941200	SIMUSAM000002257912
108147	SIMUSAM000009617179	10.03129	SIM	Simmental	SAMN02941202	SIMUSAM000009617179
108148	PIEITAM078CN161C037	6.172258	PIED	Piedmontese	SAMN02941215	PIEITAM078CN161C037
108149	PIEITAM004901026491	6.066129	PIED	Piedmontese	SAMN02941216	PIEITAM004901026491
108150	PIEITAM040CN010B014	5.763548	PIED	Piedmontese	SAMN02941217	PIEITAM040CN010B014
108151	XXXUSAM000002153974	10.08419	CROS	Mixed/crossbred cattle	SAMN02941221	XXXUSAM000002153974
108152	SIMCANM000000172281	10.43032	SIM	Simmental	SAMN02941223	SIMCANM000000172281
108153	SIMUSAM000001282876	10.01387	SIM	Simmental	SAMN02941224	SIMUSAM000001282876
108154	XXXCANM00SMJJMC61HC	10.66516	CROS	Mixed/crossbred cattle	SAMN02941227	XXXCANM00SMJJMC61HC
108155	SIMUSAM000000760099	10.04677	SIM	Simmental	SAMN02941230	SIMUSAM000000760099
108156	SIMCANM000SMRJW46JC	9.65129	SIM	Simmental	SAMN02941231	SIMCANM000SMRJW46JC
109173	UMCUSAF000000109173	18.38871	HO	Holstein		
109174	UMCUSAF000000109174	20.40936	HO	Holstein		
109214	UMCUSAF000000109214	21.33064	HO	Holstein		
109261	UMCUSAF000000109261	17.40258	HO	Holstein		
109309	UMCUSAF000000109309	23.30161	HO	Holstein		
109378	UMCUSAF000000109378	15.95613	HO	Holstein		
109612	RDPUSAM000000000014	16.92968	MAAN	Maine Anjou		
109613	RDPUSAM000000000025	18.80581	MAAN	Maine Anjou		
109614	RDPUSAM000000084546	18.08452	MAAN	Maine Anjou		
109615	RDPUSAM000000120327	19.27323	MAAN	Maine Anjou		
109616	RDPUSAM000000139369	17.56903	MAAN	Maine Anjou		
109617	RDPUSAM000000157403	19.62935	MAAN	Maine Anjou		
109618	RDPUSAM000000195032	18.67871	MAAN	Maine Anjou		
109619	RDPUSAM000000218501	17.35935	MAAN	Maine Anjou		
109620	RDPUSAM000000227210	18.95613	MAAN	Maine Anjou		
109662	AANUSAM000017312523	18.28581	AN	Angus		
109663	AANUSAM000017314668	13.70065	AN	Angus		
109664	AANUSAM000017742506	18.05903	AN	Angus		
109665	AANUSAM000017144108	20.11935	AN	Angus		
109666	AANUSAM000016550817	17.25613	AN	Angus		
109667	AANUSAM000017635887	18.83355	AN	Angus		
109774	AANUSAM000014675445	19.73968	AN	Angus		
109775	AANUSAM000016396523	19.49677	AN	Angus		
109776	UMCUSAU000000109776	22.46935	UNK	Unknown sample		
109777	UMCUSAU000000109777	14.59645	UNK	Unknown sample		
109778	UMCUSAU000000109778	20.32806	UNK	Unknown sample		
109779	UMCUSAU000000109779	18.94161	UNK	Unknown sample		
109780	UMCUSAU000000109780	11.11032	UNK	Unknown sample		
109781	UMCUSAU000000109781	17.53935	UNK	Unknown sample		
109782	UMCUSAU000000109782	23.14452	UNK	Unknown sample		
109783	UMCUSAU000000109783	14.29	UNK	Unknown sample		
109784	UMCUSAU000000109784	13.40258	UNK	Unknown sample		
109785	UMCUSAU000000109785	17.91936	UNK	Unknown sample		
109786	UMCUSAU000000109786	21.22903	UNK	Unknown sample		
109787	UMCUSAU000000109787	14.12258	UNK	Unknown sample		
109788	UMCUSAU000000109788	23.32581	UNK	Unknown sample		
109789	UMCUSAU000000109789	20.45581	UNK	Unknown sample		
109790	UMCUSAU000000109790	21.76161	UNK	Unknown sample		
109791	UMCUSAU000000109791	15.71129	UNK	Unknown sample		
109792	UMCUSAU000000109792	26.52097	UNK	Unknown sample		
109793	UMCUSAU000000109793	16.67871	UNK	Unknown sample		
109794	UMCUSAU000000109794	15.38935	UNK	Unknown sample		
109795	UMCUSAU000000109795	24.93484	UNK	Unknown sample		
109796	UMCUSAU000000109796	19.06194	UNK	Unknown sample		
109797	UMCUSAU000000109797	17.19806	UNK	Unknown sample		
109798	UMCUSAU000000109798	15.75387	UNK	Unknown sample		
109799	UMCUSAU000000109799	17.73839	UNK	Unknown sample		
109800	UMCUSAU000000109800	27.03774	UNK	Unknown sample		
109801	UMCUSAU000000109801	16.28	UNK	Unknown sample		
109802	UMCUSAU000000109802	25.88516	UNK	Unknown sample		
109803	UMCUSAU000000109803	21.85194	UNK	Unknown sample		
109804	UMCUSAU000000109804	17.44903	UNK	Unknown sample		
109805	UMCUSAU000000109805	18.80677	UNK	Unknown sample		
109806	UMCUSAU000000109806	13.11452	UNK	Unknown sample		
109807	UMCUSAU000000109807	17.8529	UNK	Unknown sample		
109808	UMCUSAU000000109808	25.68839	UNK	Unknown sample		
109809	UMCUSAU000000109809	24.00806	UNK	Unknown sample		
109810	UMCUSAU000000109810	22.79097	UNK	Unknown sample		
109811	UMCUSAU000000109811	19.54935	UNK	Unknown sample		
109812	UMCUSAU000000109812	16.03097	UNK	Unknown sample		
109813	UMCUSAU000000109813	18.72903	UNK	Unknown sample		
109814	UMCUSAU000000109814	20.21194	UNK	Unknown sample		
109815	UMCUSAU000000109815	18.19742	UNK	Unknown sample		
109816	UMCUSAU000000109816	19.95	UNK	Unknown sample		
109817	UMCUSAU000000109817	16.41452	UNK	Unknown sample		
118017	UMCUSAU000000118017	18.43419	BBA	Ancient bovid		
118765	UMCUSAF000000118765	23.09678	AN	Angus		
118766	UMCUSAF000000118766	23.64032	AN	Angus		
143397	AANUSAM000018365756	17.26742	AN	Angus		
143398	UMCUSAU000000143398	7.257742	NDAM	Ndama	SAMN04545560	ND064
143399	UMCUSAU000000143399	7.99871	NDAM	Ndama	SAMN04545561	ND118
143400	UMCUSAU000000143400	7.255484	NDAM	Ndama	SAMN04545562	ND131
143401	UMCUSAU000000143401	7.922903	NDAM	Ndama	SAMN04545563	ND148
143402	UMCUSAU000000143402	7.391935	NDAM	Ndama	SAMN04545564	ND158
143403	UMCUSAU000000143403	7.633871	NDAM	Ndama	SAMN04545565	ND166
143404	UMCUSAU000000143404	7.519678	NDAM	Ndama	SAMN04545566	ND169
143405	UMCUSAU000000143405	8.367742	NDAM	Ndama	SAMN04545567	ND183
143406	UMCUSAU000000143406	8.59	NDAM	Ndama	SAMN04545568	ND719
143407	UMCUSAU000000143407	8.327742	NDAM	Ndama	SAMN04545569	ND730
185615	HOLUSAM000141113021	23.75226	HO	Holstein		
