lab_id,international_id,sex,bio_sample,population,region,continent,species,avg_coverage,owner
194071,HOLAUSM000H01036699,M,SAMN02671577,holstein,continental europe,europe,bos taurus,4.676896551724138,Department of Environment and Primary Industries
194073,HOLAUSM000H01251962,M,SAMN02671579,holstein,continental europe,europe,bos taurus,19.074137931034482,Department of Environment and Primary Industries
194075,HOLAUSM000H01327643,M,SAMN02671581,holstein,continental europe,europe,bos taurus,23.497931034482757,Department of Environment and Primary Industries
194077,HOLCANM000000371440,M,SAMN02671585,holstein,continental europe,europe,bos taurus,17.69137931034483,Department of Environment and Primary Industries
194079,HOLCANM000012192478,M,SAMN09519626,holstein,continental europe,europe,bos taurus,36.33896551724138,University of Alberta
194080,HOLCANM000109127990,M,SAMN09519627,holstein,continental europe,europe,bos taurus,35.995862068965515,University of Alberta
194081,HOLCANM000109243044,M,SAMN09519605,holstein,continental europe,europe,bos taurus,37.29206896551724,University of Alberta
194082,HOLDEUM000578194407,M,SAMN02671455,holstein,continental europe,europe,bos taurus,7.697586206896552,Department of Environment and Primary Industries
194084,HOLDEUM001004438700,M,SAMN02671457,holstein,continental europe,europe,bos taurus,9.620689655172415,Department of Environment and Primary Industries
194085,HOLDEUM001020475657,M,SAMN02671458,holstein,continental europe,europe,bos taurus,10.8,Department of Environment and Primary Industries
194086,HOLDNKM000000018382,M,SAMN02671459,holstein,continental europe,europe,bos taurus,7.03896551724138,Department of Environment and Primary Industries
194087,HOLDNKM000000232851,M,SAMN02671460,holstein,continental europe,europe,bos taurus,9.049310344827585,Department of Environment and Primary Industries
194088,HOLDNKM000000238068,M,SAMN02671461,holstein,continental europe,europe,bos taurus,8.777241379310345,Department of Environment and Primary Industries
194089,HOLDNKM000000238091,M,SAMN02671462,holstein,continental europe,europe,bos taurus,9.306206896551725,Department of Environment and Primary Industries
194090,HOLDNKM000000240020,M,SAMN02671463,holstein,continental europe,europe,bos taurus,5.389655172413793,Department of Environment and Primary Industries
194091,HOLDNKM000000241920,M,SAMN02671464,holstein,continental europe,europe,bos taurus,6.991379310344827,Department of Environment and Primary Industries
194092,HOLDNKM000000241941,M,SAMN02671465,holstein,continental europe,europe,bos taurus,9.04448275862069,Department of Environment and Primary Industries
194093,HOLDNKM000000244858,M,SAMN02671466,holstein,continental europe,europe,bos taurus,10.26551724137931,Department of Environment and Primary Industries
194094,HOLDNKM000000248199,M,SAMN02671467,holstein,continental europe,europe,bos taurus,9.175862068965516,Department of Environment and Primary Industries
194095,HOLDNKM000000248526,M,SAMN02671468,holstein,continental europe,europe,bos taurus,8.656896551724138,Department of Environment and Primary Industries
194096,HOLDNKM000000248700,M,SAMN02671469,holstein,continental europe,europe,bos taurus,8.624827586206896,Department of Environment and Primary Industries
194097,HOLFINM000000092980,M,SAMN02671470,holstein,continental europe,europe,bos taurus,10.24793103448276,Department of Environment and Primary Industries
194098,HOLFRAM002290038601,M,SAMN02671588,holstein,continental europe,europe,bos taurus,35.86827586206896,Department of Environment and Primary Industries
194099,HOLFRAM002290038601,M,SAMN02671613,holstein,continental europe,europe,bos taurus,21.43793103448276,Department of Environment and Primary Industries
194100,HOLFRAM002296001756,M,SAMN02671614,holstein,continental europe,europe,bos taurus,21.009655172413794,Department of Environment and Primary Industries
194101,HOLFRAM002989026154,M,SAMN02671471,holstein,continental europe,europe,bos taurus,5.454827586206896,Department of Environment and Primary Industries
194102,HOLFRAM002997001110,M,SAMN02671616,holstein,continental europe,europe,bos taurus,14.463103448275861,Department of Environment and Primary Industries
194103,HOLFRAM002998012650,M,SAMN02671617,holstein,continental europe,europe,bos taurus,21.294827586206896,Department of Environment and Primary Industries
194105,HOLFRAM004486041658,M,SAMN02671619,holstein,continental europe,europe,bos taurus,13.127931034482758,Department of Environment and Primary Industries
194106,HOLFRAM004493050102,M,SAMN02671620,holstein,continental europe,europe,bos taurus,20.767586206896553,Department of Environment and Primary Industries
194107,HOLFRAM004494050236,M,SAMN02671621,holstein,continental europe,europe,bos taurus,12.789655172413793,Department of Environment and Primary Industries
194108,HOLFRAM005112013651,M,SAMN02671622,holstein,continental europe,europe,bos taurus,4.3613793103448275,Department of Environment and Primary Industries
194110,HOLNLDM000140915217,M,SAMN02671668,holstein,continental europe,europe,bos taurus,8.116896551724137,Department of Environment and Primary Industries
194111,HOLNLDM000170266664,M,SAMN02671669,holstein,continental europe,europe,bos taurus,7.650344827586207,Department of Environment and Primary Industries
194112,HOLNLDM000170475222,M,SAMN02671487,holstein,continental europe,europe,bos taurus,9.761034482758621,Department of Environment and Primary Industries
194113,HOLNLDM000175038880,M,SAMN02671670,holstein,continental europe,europe,bos taurus,8.457586206896552,Department of Environment and Primary Industries
194114,HOLNLDM000227414505,M,SAMN02671472,holstein,continental europe,europe,bos taurus,7.10551724137931,Department of Environment and Primary Industries
194115,HOLNLDM000288458773,M,SAMN02671488,holstein,continental europe,europe,bos taurus,9.642413793103449,Department of Environment and Primary Industries
194116,HOLNLDM000311651443,M,SAMN02671671,holstein,continental europe,europe,bos taurus,2.907241379310345,Department of Environment and Primary Industries
194117,HOLNLDM000316418898,M,SAMN02671624,holstein,continental europe,europe,bos taurus,16.037241379310345,Department of Environment and Primary Industries
194118,HOLNLDM000316419721,M,SAMN02671672,holstein,continental europe,europe,bos taurus,6.5217241379310344,Department of Environment and Primary Industries
194119,HOLNLDM000341882275,M,SAMN02671490,holstein,continental europe,europe,bos taurus,9.27,Department of Environment and Primary Industries
194120,HOLNLDM000343990114,M,SAMN02671491,holstein,continental europe,europe,bos taurus,9.44103448275862,Department of Environment and Primary Industries
194121,HOLNLDM000355478033,M,SAMN02671492,holstein,continental europe,europe,bos taurus,9.598275862068965,Department of Environment and Primary Industries
194122,HOLNLDM000460508522,M,SAMN02671673,holstein,continental europe,europe,bos taurus,7.805172413793104,Department of Environment and Primary Industries
194123,HOLNLDM000460942030,M,SAMN02671674,holstein,continental europe,europe,bos taurus,7.199655172413793,Department of Environment and Primary Industries
194126,HOLNLDM000776846536,M,SAMN02671473,holstein,continental europe,europe,bos taurus,7.441724137931034,Department of Environment and Primary Industries
194127,HOLNLDM000780180664,M,SAMN02671474,holstein,continental europe,europe,bos taurus,6.892413793103448,Department of Environment and Primary Industries
194128,HOLNLDM000817118723,M,SAMN02671475,holstein,continental europe,europe,bos taurus,7.782413793103449,Department of Environment and Primary Industries
194129,HOLNLDM000829877874,M,SAMN02671593,holstein,continental europe,europe,bos taurus,13.74793103448276,Department of Environment and Primary Industries
194130,HOLSWEM000000045683,M,SAMN02671476,holstein,continental europe,europe,bos taurus,9.513793103448275,Department of Environment and Primary Industries
194131,HOLSWEM000000048202,M,SAMN02671477,holstein,continental europe,europe,bos taurus,10.300344827586207,Department of Environment and Primary Industries
194132,HOLUSAM000001700553,M,SAMN02671478,holstein,continental europe,europe,bos taurus,10.333793103448276,Department of Environment and Primary Industries
194133,HOLUSAM000071451889,M,SAMN09519613,holstein,continental europe,europe,bos taurus,37.490344827586206,University of Alberta
194134,HOLUSAM000071852979,M,SAMN09519612,holstein,continental europe,europe,bos taurus,34.565862068965515,University of Alberta
194135,HOLUSAM000072306266,M,SAMN09519632,holstein,continental europe,europe,bos taurus,39.20896551724138,University of Alberta
194136,HOLUSAM000072495715,M,SAMN09519629,holstein,continental europe,europe,bos taurus,39.6248275862069,University of Alberta
194137,HOLUSAM000072512148,M,SAMN09519620,holstein,continental europe,europe,bos taurus,38.325172413793105,University of Alberta
194138,HOLUSAM000072826907,M,SAMN09519611,holstein,continental europe,europe,bos taurus,39.81103448275862,University of Alberta
194139,HOLUSAM000073986060,M,SAMN09519609,holstein,continental europe,europe,bos taurus,41.218620689655175,University of Alberta
194140,HOLUSAM000074072229,M,SAMN09519606,holstein,continental europe,europe,bos taurus,38.81068965517241,University of Alberta
194141,HOLUSAM000074284017,M,SAMN09519603,holstein,continental europe,europe,bos taurus,32.2248275862069,University of Alberta
194157,REDNLDM000207288005,M,SAMN02671677,holstein,continental europe,europe,bos taurus,4.91,Department of Environment and Primary Industries
194158,REDNLDM000248268086,M,SAMN02671493,holstein,continental europe,europe,bos taurus,9.747586206896552,Department of Environment and Primary Industries
194160,REDNLDM000815222426,M,SAMN02671495,holstein,continental europe,europe,bos taurus,8.23655172413793,Department of Environment and Primary Industries
194161,UMCUSAU000000194161,,SAMD00013606,mishima,japan and korea,asia,bos taurus,9.020344827586207,"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
194162,UMCUSAU000000194162,,SAMD00013607,mishima,japan and korea,asia,bos taurus,8.8,"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
194163,UMCUSAU000000194163,,SAMD00013609,mishima,japan and korea,asia,bos taurus,9.355172413793102,"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
194164,UMCUSAU000000194164,,SAMD00013610,mishima,japan and korea,asia,bos taurus,7.027931034482759,"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
194165,UMCUSAU000000194165,,SAMD00013611,mishima,japan and korea,asia,bos taurus,9.133793103448276,"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
194166,UMCUSAU000000194166,,SAMD00013612,mishima,japan and korea,asia,bos taurus,10.211724137931034,"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
194167,UMCUSAU000000194167,,SAMD00013963,kuchinoshima,japan and korea,asia,bos taurus,14.810344827586206,"Department of Bioscience, Faculty of Applied Bioscience, Tokyo Univetsity of Agriculture"
194168,UMCUSAU000000194168,F,SAMEA2358278,rashoki,middle east,asia,composite,11.032413793103448,European Bioinformatics Institute
194169,UMCUSAU000000194169,F,SAMEA2358279,rashoki,middle east,asia,composite,10.223103448275863,European Bioinformatics Institute
194170,UMCUSAU000000194170,F,SAMEA2358280,rashoki,middle east,asia,composite,11.711379310344828,European Bioinformatics Institute
194171,UMCUSAU000000194171,F,SAMEA2358281,rashoki,middle east,asia,composite,13.288275862068966,European Bioinformatics Institute
194172,UMCUSAU000000194172,F,SAMEA2358282,rashoki,middle east,asia,composite,10.168275862068965,European Bioinformatics Institute
194173,UMCUSAU000000194173,F,SAMEA2358283,rashoki,middle east,asia,composite,11.309310344827587,European Bioinformatics Institute
194174,UMCUSAU000000194174,F,SAMEA2358284,rashoki,middle east,asia,composite,11.197931034482759,European Bioinformatics Institute
194175,UMCUSAU000000194175,F,SAMEA2358285,rashoki,middle east,asia,composite,11.657586206896552,European Bioinformatics Institute
194177,UMCUSAU000000194177,,SAMEA2422242,romagnola,italy,europe,bos taurus,9.953103448275861,"Institute of Genetics, University of Bern, Switzerland"
194178,UMCUSAU000000194178,,SAMEA3390139,holstein,continental europe,europe,bos taurus,10.276896551724137,INRA JOUY-EN-JOSAS
194182,UMCUSAU000000194182,,SAMEA3390144,holstein,continental europe,europe,bos taurus,16.211724137931036,INRA JOUY-EN-JOSAS
194183,UMCUSAU000000194183,,SAMEA3390145,holstein,continental europe,europe,bos taurus,12.550689655172414,INRA JOUY-EN-JOSAS
194186,UMCUSAU000000194186,,SAMEA3390148,holstein,continental europe,europe,bos taurus,10.588620689655173,INRA JOUY-EN-JOSAS
194187,UMCUSAU000000194187,,SAMEA3390151,holstein,continental europe,europe,bos taurus,6.676206896551724,INRA JOUY-EN-JOSAS
194188,UMCUSAU000000194188,,SAMEA3390152,holstein,continental europe,europe,bos taurus,10.337241379310345,INRA JOUY-EN-JOSAS
194189,UMCUSAU000000194189,,SAMEA3390153,holstein,continental europe,europe,bos taurus,11.998620689655173,INRA JOUY-EN-JOSAS
194190,UMCUSAU000000194190,,SAMEA3390154,holstein,continental europe,europe,bos taurus,11.25551724137931,INRA JOUY-EN-JOSAS
194191,UMCUSAU000000194191,,SAMEA3390155,holstein,continental europe,europe,bos taurus,9.105862068965518,INRA JOUY-EN-JOSAS
194192,UMCUSAU000000194192,,SAMEA3390157,holstein,continental europe,europe,bos taurus,8.156896551724138,INRA JOUY-EN-JOSAS
194193,UMCUSAU000000194193,,SAMEA3390158,holstein,continental europe,europe,bos taurus,10.718275862068966,INRA JOUY-EN-JOSAS
194194,UMCUSAU000000194194,,SAMEA3390159,holstein,continental europe,europe,bos taurus,9.091724137931035,INRA JOUY-EN-JOSAS
194195,UMCUSAU000000194195,,SAMEA3390160,holstein,continental europe,europe,bos taurus,9.019310344827586,INRA JOUY-EN-JOSAS
194196,UMCUSAU000000194196,,SAMEA3390161,holstein,continental europe,europe,bos taurus,11.750344827586208,INRA JOUY-EN-JOSAS
194197,UMCUSAU000000194197,,SAMEA3390163,holstein,continental europe,europe,bos taurus,13.16793103448276,INRA JOUY-EN-JOSAS
194198,UMCUSAU000000194198,,SAMEA3390164,holstein,continental europe,europe,bos taurus,12.292413793103448,INRA JOUY-EN-JOSAS
194199,UMCUSAU000000194199,,SAMEA3390165,montbeliarde,france,europe,bos taurus,12.579655172413792,INRA JOUY-EN-JOSAS
194200,UMCUSAU000000194200,,SAMEA3390167,montbeliarde,france,europe,bos taurus,16.74206896551724,INRA JOUY-EN-JOSAS
194201,UMCUSAU000000194201,,SAMEA3390169,montbeliarde,france,europe,bos taurus,10.296551724137931,INRA JOUY-EN-JOSAS
194202,UMCUSAU000000194202,,SAMEA3390170,montbeliarde,france,europe,bos taurus,18.580344827586206,INRA JOUY-EN-JOSAS
194203,UMCUSAU000000194203,,SAMEA3390172,montbeliarde,france,europe,bos taurus,8.815172413793103,INRA JOUY-EN-JOSAS
194204,UMCUSAU000000194204,,SAMEA3390173,montbeliarde,france,europe,bos taurus,9.822413793103449,INRA JOUY-EN-JOSAS
194205,UMCUSAU000000194205,,SAMEA3390180,montbeliarde,france,europe,bos taurus,10.296206896551723,INRA JOUY-EN-JOSAS
194206,UMCUSAU000000194206,,SAMEA3390182,normande,france,europe,bos taurus,10.69551724137931,INRA JOUY-EN-JOSAS
194207,UMCUSAU000000194207,,SAMEA3390188,normande,france,europe,bos taurus,11.137931034482758,INRA JOUY-EN-JOSAS
194208,UMCUSAU000000194208,,SAMEA3390189,normande,france,europe,bos taurus,23.462758620689655,INRA JOUY-EN-JOSAS
194209,UMCUSAU000000194209,,SAMEA3390190,normande,france,europe,bos taurus,13.252758620689654,INRA JOUY-EN-JOSAS
194210,UMCUSAU000000194210,,SAMEA3390191,normande,france,europe,bos taurus,28.443448275862067,INRA JOUY-EN-JOSAS
194211,UMCUSAU000000194211,,SAMEA3390192,normande,france,europe,bos taurus,9.868275862068966,INRA JOUY-EN-JOSAS
194217,UMCUSAU000000194217,,SAMEA946958,sahiwal,india and pakistan,asia,bos indicus,5.437586206896552,ROSLIN
194218,UMCUSAU000000194218,,SAMN01163917,angus,british isles,europe,bos taurus,9.733793103448276,Texas A&M University
194219,UMCUSAU000000194219,,SAMN01163918,nelore,americas,americas,bos indicus,7.2475862068965515,Texas A&M University
194233,UMCUSAU000000194233,M,SAMN02671509,angus,british isles,europe,bos taurus,4.625862068965517,Department of Environment and Primary Industries
194234,UMCUSAU000000194234,M,SAMN02671510,angus,british isles,europe,bos taurus,4.244137931034483,Department of Environment and Primary Industries
194235,UMCUSAU000000194235,M,SAMN02671511,angus,british isles,europe,bos taurus,3.981034482758621,Department of Environment and Primary Industries
194236,UMCUSAU000000194236,M,SAMN02671512,angus,british isles,europe,bos taurus,2.973793103448276,Department of Environment and Primary Industries
194237,UMCUSAU000000194237,M,SAMN02671513,angus,british isles,europe,bos taurus,4.9272413793103444,Department of Environment and Primary Industries
194238,UMCUSAU000000194238,M,SAMN02671514,angus,british isles,europe,bos taurus,3.5141379310344827,Department of Environment and Primary Industries
194239,UMCUSAU000000194239,M,SAMN02671515,angus,british isles,europe,bos taurus,3.3962068965517243,Department of Environment and Primary Industries
194240,UMCUSAU000000194240,M,SAMN02671516,angus,british isles,europe,bos taurus,2.9731034482758623,Department of Environment and Primary Industries
194242,UMCUSAU000000194242,M,SAMN02671518,angus,british isles,europe,bos taurus,3.99,Department of Environment and Primary Industries
194267,UMCUSAU000000194267,F,SAMN02671723,holstein,continental europe,europe,bos taurus,5.4382758620689655,Department of Environment and Primary Industries
194268,UMCUSAU000000194268,,SAMN02700161,holstein,continental europe,europe,bos taurus,17.700344827586207,Department of Environment and Primary Industries
194269,UMCUSAU000000194269,,SAMN02700162,holstein,continental europe,europe,bos taurus,12.177931034482759,Department of Environment and Primary Industries
194271,UMCUSAU000000194271,,SAMN03350208,charolais,france,europe,bos taurus,7.211724137931035,INRA
194272,UMCUSAU000000194272,M,SAMN03387020,angus,british isles,europe,bos taurus,26.693793103448275,USDA
194273,UMCUSAU000000194273,F,SAMN03465694,hereford,british isles,europe,bos taurus,3.4148275862068966,UCDavis
194274,UMCUSAU000000194274,M,SAMN03839032,hanwoo,japan and korea,asia,bos taurus,7.9272413793103444,Insilicogen
194278,UMCUSAU000000194278,F,SAMN04201345,holstein,continental europe,europe,bos taurus,5.473793103448275,Aarhus University
194282,UMCUSAU000000194282,,SAMN04545530,boran,east africa,africa,composite,8.4055172413793109,Seoul National University
194283,UMCUSAU000000194283,,SAMN04545531,boran,east africa,africa,composite,8.116896551724137,Seoul National University
194284,UMCUSAU000000194284,,SAMN04545532,boran,east africa,africa,composite,7.915172413793103,Seoul National University
194285,UMCUSAU000000194285,,SAMN04545533,boran,east africa,africa,composite,8.000344827586208,Seoul National University
194286,UMCUSAU000000194286,,SAMN04545534,boran,east africa,africa,composite,8.280689655172413,Seoul National University
194287,UMCUSAU000000194287,,SAMN04545535,boran,east africa,africa,composite,8.677241379310345,Seoul National University
194288,UMCUSAU000000194288,,SAMN04545537,boran,east africa,africa,composite,8.253103448275862,Seoul National University
194289,UMCUSAU000000194289,,SAMN04545538,boran,east africa,africa,composite,8.603103448275862,Seoul National University
194290,UMCUSAU000000194290,,SAMN04545539,boran,east africa,africa,composite,8.913793103448276,Seoul National University
194291,UMCUSAU000000194291,,SAMN04545540,ankole,east africa,africa,composite,7.692758620689656,Seoul National University
194292,UMCUSAU000000194292,,SAMN04545541,ankole,east africa,africa,composite,7.906896551724138,Seoul National University
194293,UMCUSAU000000194293,,SAMN04545542,ankole,east africa,africa,composite,5.598275862068966,Seoul National University
194294,UMCUSAU000000194294,,SAMN04545543,ankole,east africa,africa,composite,8.974827586206896,Seoul National University
194295,UMCUSAU000000194295,,SAMN04545544,ankole,east africa,africa,composite,7.303448275862069,Seoul National University
194296,UMCUSAU000000194296,,SAMN04545545,ankole,east africa,africa,composite,8.026896551724137,Seoul National University
194297,UMCUSAU000000194297,,SAMN04545546,ankole,east africa,africa,composite,8.276206896551724,Seoul National University
194298,UMCUSAU000000194298,,SAMN04545547,ankole,east africa,africa,composite,8.685862068965518,Seoul National University
194299,UMCUSAU000000194299,,SAMN04545548,ankole,east africa,africa,composite,8.49448275862069,Seoul National University
194300,UMCUSAU000000194300,,SAMN04545549,ankole,east africa,africa,composite,8.507586206896551,Seoul National University
194301,UMCUSAU000000194301,,SAMN04545550,kenana,east africa,africa,bos indicus,8.851034482758621,Seoul National University
194302,UMCUSAU000000194302,,SAMN04545551,kenana,east africa,africa,bos indicus,8.607241379310345,Seoul National University
194303,UMCUSAU000000194303,,SAMN04545552,kenana,east africa,africa,bos indicus,8.7,Seoul National University
194304,UMCUSAU000000194304,,SAMN04545553,kenana,east africa,africa,bos indicus,8.577586206896552,Seoul National University
194305,UMCUSAU000000194305,,SAMN04545555,kenana,east africa,africa,bos indicus,8.871724137931034,Seoul National University
194306,UMCUSAU000000194306,,SAMN04545556,kenana,east africa,africa,bos indicus,8.934827586206897,Seoul National University
194307,UMCUSAU000000194307,,SAMN04545557,kenana,east africa,africa,bos indicus,8.855862068965518,Seoul National University
194308,UMCUSAU000000194308,,SAMN04545558,kenana,east africa,africa,bos indicus,8.959999999999999,Seoul National University
194309,UMCUSAU000000194309,,SAMN04545559,kenana,east africa,africa,bos indicus,8.682758620689656,Seoul National University
194310,UMCUSAU000000194310,,SAMN04545570,ogaden,east africa,africa,bos indicus,8.317586206896552,Seoul National University
194311,UMCUSAU000000194311,,SAMN04545571,ogaden,east africa,africa,bos indicus,8.603103448275862,Seoul National University
194312,UMCUSAU000000194312,,SAMN04545573,ogaden,east africa,africa,bos indicus,8.299310344827585,Seoul National University
194313,UMCUSAU000000194313,,SAMN04545574,ogaden,east africa,africa,bos indicus,8.103793103448275,Seoul National University
194314,UMCUSAU000000194314,,SAMN04545575,ogaden,east africa,africa,bos indicus,8.870344827586207,Seoul National University
194315,UMCUSAU000000194315,,SAMN04545576,ogaden,east africa,africa,bos indicus,8.407586206896552,Seoul National University
194316,UMCUSAU000000194316,,SAMN04545577,ogaden,east africa,africa,bos indicus,8.500344827586206,Seoul National University
194317,UMCUSAU000000194317,,SAMN04545578,ogaden,east africa,africa,bos indicus,7.876206896551724,Seoul National University
194318,UMCUSAU000000194318,,SAMN04545579,ogaden,east africa,africa,bos indicus,8.871379310344828,Seoul National University
194321,UMCUSAU000000194321,,SAMN04576212,holstein,continental europe,europe,bos taurus,17.34551724137931,Recombinetics Inc
194343,UMCUSAU000000194343,M,SAMN05000823,american bison,americas,americas,bison bison,26.014137931034483,sichuan university
194344,UMCUSAU000000194344,M,SAMN05216009,angus,british isles,europe,bos taurus,13.427241379310345,"USDA, ARS, USMARC"
194345,UMCUSAU000000194345,M,SAMN05216010,angus,british isles,europe,bos taurus,10.984827586206897,"USDA, ARS, USMARC"
194346,UMCUSAU000000194346,M,SAMN05216011,angus,british isles,europe,bos taurus,11.57103448275862,"USDA, ARS, USMARC"
194347,UMCUSAU000000194347,M,SAMN05216012,angus,british isles,europe,bos taurus,11.995172413793103,"USDA, ARS, USMARC"
194348,UMCUSAU000000194348,M,SAMN05216013,angus,british isles,europe,bos taurus,11.612758620689656,"USDA, ARS, USMARC"
194349,UMCUSAU000000194349,M,SAMN05216014,angus,british isles,europe,bos taurus,11.188275862068965,"USDA, ARS, USMARC"
194350,UMCUSAU000000194350,M,SAMN05216015,hereford,british isles,europe,bos taurus,12.429655172413794,"USDA, ARS, USMARC"
194351,UMCUSAU000000194351,M,SAMN05216016,hereford,british isles,europe,bos taurus,19.14896551724138,"USDA, ARS, USMARC"
194352,UMCUSAU000000194352,M,SAMN05216017,hereford,british isles,europe,bos taurus,14.293103448275861,"USDA, ARS, USMARC"
194353,UMCUSAU000000194353,M,SAMN05216018,hereford,british isles,europe,bos taurus,9.950689655172415,"USDA, ARS, USMARC"
194354,UMCUSAU000000194354,M,SAMN05216019,hereford,british isles,europe,bos taurus,12.57655172413793,"USDA, ARS, USMARC"
194355,UMCUSAU000000194355,M,SAMN05216020,hereford,british isles,europe,bos taurus,11.690344827586207,"USDA, ARS, USMARC"
194356,UMCUSAU000000194356,M,SAMN05216021,limousin,france,europe,bos taurus,13.494137931034482,"USDA, ARS, USMARC"
194357,UMCUSAU000000194357,M,SAMN05216022,limousin,france,europe,bos taurus,12.71551724137931,"USDA, ARS, USMARC"
194358,UMCUSAU000000194358,M,SAMN05216023,limousin,france,europe,bos taurus,12.43551724137931,"USDA, ARS, USMARC"
194359,UMCUSAU000000194359,M,SAMN05216024,limousin,france,europe,bos taurus,11.214827586206896,"USDA, ARS, USMARC"
194360,UMCUSAU000000194360,M,SAMN05216025,limousin,france,europe,bos taurus,8.78551724137931,"USDA, ARS, USMARC"
194361,UMCUSAU000000194361,M,SAMN05216026,limousin,france,europe,bos taurus,10.154137931034482,"USDA, ARS, USMARC"
194362,UMCUSAU000000194362,M,SAMN05216027,simmental,continental europe,europe,bos taurus,14.721724137931034,"USDA, ARS, USMARC"
194363,UMCUSAU000000194363,M,SAMN05216028,simmental,continental europe,europe,bos taurus,12.350344827586207,"USDA, ARS, USMARC"
194364,UMCUSAU000000194364,M,SAMN05216029,simmental,continental europe,europe,bos taurus,12.72448275862069,"USDA, ARS, USMARC"
194365,UMCUSAU000000194365,M,SAMN05216030,simmental,continental europe,europe,bos taurus,15.004137931034483,"USDA, ARS, USMARC"
194366,UMCUSAU000000194366,M,SAMN05216031,simmental,continental europe,europe,bos taurus,12.171724137931035,"USDA, ARS, USMARC"
194367,UMCUSAU000000194367,M,SAMN05216032,simmental,continental europe,europe,bos taurus,11.078620689655173,"USDA, ARS, USMARC"
194368,UMCUSAU000000194368,M,SAMN05216033,charolais,france,europe,bos taurus,14.518620689655172,"USDA, ARS, USMARC"
194369,UMCUSAU000000194369,M,SAMN05216034,charolais,france,europe,bos taurus,11.446896551724137,"USDA, ARS, USMARC"
194370,UMCUSAU000000194370,M,SAMN05216035,charolais,france,europe,bos taurus,17.54448275862069,"USDA, ARS, USMARC"
194371,UMCUSAU000000194371,M,SAMN05216036,charolais,france,europe,bos taurus,19.75689655172414,"USDA, ARS, USMARC"
194372,UMCUSAU000000194372,M,SAMN05216037,charolais,france,europe,bos taurus,11.368620689655172,"USDA, ARS, USMARC"
194373,UMCUSAU000000194373,M,SAMN05216038,charolais,france,europe,bos taurus,12.135862068965517,"USDA, ARS, USMARC"
194374,UMCUSAU000000194374,M,SAMN05216040,angus,british isles,europe,bos taurus,11.627931034482758,"USDA, ARS, USMARC"
194375,UMCUSAU000000194375,M,SAMN05216041,angus,british isles,europe,bos taurus,11.314137931034482,"USDA, ARS, USMARC"
194376,UMCUSAU000000194376,M,SAMN05216042,angus,british isles,europe,bos taurus,15.84206896551724,"USDA, ARS, USMARC"
194377,UMCUSAU000000194377,M,SAMN05216043,angus,british isles,europe,bos taurus,11.332413793103449,"USDA, ARS, USMARC"
194378,UMCUSAU000000194378,M,SAMN05216044,angus,british isles,europe,bos taurus,10.444137931034483,"USDA, ARS, USMARC"
194379,UMCUSAU000000194379,M,SAMN05216045,gelbvieh,continental europe,europe,bos taurus,13.190344827586207,"USDA, ARS, USMARC"
194380,UMCUSAU000000194380,M,SAMN05216046,gelbvieh,continental europe,europe,bos taurus,15.213448275862069,"USDA, ARS, USMARC"
194381,UMCUSAU000000194381,M,SAMN05216047,gelbvieh,continental europe,europe,bos taurus,12.023103448275862,"USDA, ARS, USMARC"
194382,UMCUSAU000000194382,M,SAMN05216048,gelbvieh,continental europe,europe,bos taurus,10.622068965517242,"USDA, ARS, USMARC"
194384,UMCUSAU000000194384,M,SAMN05216050,gelbvieh,continental europe,europe,bos taurus,9.578965517241379,"USDA, ARS, USMARC"
194385,UMCUSAU000000194385,M,SAMN05216051,beefmaster,americas,americas,composite,12.057241379310344,"USDA, ARS, USMARC"
194386,UMCUSAU000000194386,M,SAMN05216052,beefmaster,americas,americas,composite,9.707931034482758,"USDA, ARS, USMARC"
194387,UMCUSAU000000194387,M,SAMN05216053,beefmaster,americas,americas,composite,28.17655172413793,"USDA, ARS, USMARC"
194388,UMCUSAU000000194388,M,SAMN05216054,beefmaster,americas,americas,composite,15.102413793103448,"USDA, ARS, USMARC"
194389,UMCUSAU000000194389,M,SAMN05216055,beefmaster,americas,americas,composite,10.302068965517241,"USDA, ARS, USMARC"
194390,UMCUSAU000000194390,M,SAMN05216056,angus,british isles,europe,bos taurus,13.956896551724139,"USDA, ARS, USMARC"
194391,UMCUSAU000000194391,M,SAMN05216057,angus,british isles,europe,bos taurus,11.561379310344828,"USDA, ARS, USMARC"
194392,UMCUSAU000000194392,M,SAMN05216058,angus,british isles,europe,bos taurus,22.06241379310345,"USDA, ARS, USMARC"
194393,UMCUSAU000000194393,M,SAMN05216059,angus,british isles,europe,bos taurus,11.907241379310346,"USDA, ARS, USMARC"
194394,UMCUSAU000000194394,M,SAMN05216060,angus,british isles,europe,bos taurus,11.244137931034482,"USDA, ARS, USMARC"
194395,UMCUSAU000000194395,M,SAMN05216061,salers,france,europe,bos taurus,11.524137931034483,"USDA, ARS, USMARC"
194396,UMCUSAU000000194396,M,SAMN05216062,salers,france,europe,bos taurus,10.649655172413793,"USDA, ARS, USMARC"
